command,expected,label,context_has_staged,context_has_unstaged,context_is_init,edit_distance,flag_delta,arg_delta
git commit -m 'message',"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,14,0,-1
git swgtcsh feature,git switch feature,TYPO,0,0,1,2,0,0
giyt stasfh,git stash,TYPO,0,1,1,2,0,0
git bradnch feature,git branch feature,TYPO,0,0,1,1,0,0
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git create feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git new feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
pip install requests,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,23,-1,-1
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git save-work,git stash,WRONG_SUBCOMMAND,0,1,1,8,0,0
git commit -m 'message',git switch feature,WRONG_ORDER,0,0,1,14,1,0
gitinit,git init,SYNTAX_ERROR,0,0,0,1,0,0
git push origin main,git init,WRONG_ORDER,0,0,0,13,0,2
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git commit -m 'message',git init,WRONG_ORDER,0,0,0,17,1,1
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
"git commit -m ""Add hello.txt"" --verbose","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,10,1,0
gixt switch feature,git switch feature,TYPO,0,0,1,1,0,0
git merge main,git stash,WRONG_ORDER,0,1,1,9,0,1
git --init,git init,SYNTAX_ERROR,0,0,0,2,1,0
git switch feature,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git addhello.txt,git add hello.txt,TYPO,0,1,1,1,0,-1
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git init,git init,CORRECT,0,0,0,0,0,0
pip install requests,git branch feature,UNKNOWN,0,0,1,16,0,0
git stage hello.txt,git add hello.txt,WRONG_SUBCOMMAND,0,1,1,4,0,0
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git init --dry-run,git init,WRONG_FLAG,0,0,0,10,1,0
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git merge main,git stash,WRONG_ORDER,0,1,1,9,0,1
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
git go feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git save-work,git stash,WRONG_SUBCOMMAND,0,1,1,8,0,0
git switch feature --all,git switch feature,EXTRA_ARG,0,0,1,6,1,0
cat hello.txt,git switch feature,UNKNOWN,0,0,1,15,0,-1
echo hello,git stash,UNKNOWN,0,1,1,9,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
gitmergefeature,git merge feature,SYNTAX_ERROR,0,0,1,2,0,-1
pwd,git log --oneline,UNKNOWN,0,0,1,17,-1,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
gitgit diff,git diff,SYNTAX_ERROR,0,1,1,3,0,0
git statqus,git status,TYPO,0,1,1,1,0,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git commit -m 'message',git status,WRONG_ORDER,0,1,1,17,1,1
git info,git status,WRONG_SUBCOMMAND,0,1,1,6,0,0
git merge feature --verbose,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
mkdir test,git status,UNKNOWN,0,1,1,9,0,0
cat hello.txt,git switch feature,UNKNOWN,0,0,1,15,0,-1
git merge feature --all,git merge feature,EXTRA_ARG,0,0,1,6,1,0
git diff,git diff,CORRECT,0,1,1,0,0,0
git switch feature,git init,WRONG_ORDER,0,0,0,12,0,1
gi_ status,git status,TYPO,0,1,1,1,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
gt merge fefature,git merge feature,TYPO,0,0,1,2,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git stash -v,git stash,EXTRA_ARG,0,1,1,3,1,0
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
git branch feature,git branch feature,SYNTAX_ERROR,0,0,1,0,0,0
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge --no-ff feature,git merge feature,DEPRECATED_USAGE,0,0,1,8,1,0
git branch feature --force,git branch feature,EXTRA_ARG,0,0,1,8,1,0
git stash,git stash,SYNTAX_ERROR,0,1,1,0,0,0
git add hello.txt --dry-run,git add hello.txt,EXTRA_ARG,0,1,1,10,1,0
git create feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git add heldlo.vxt,git add hello.txt,TYPO,0,1,1,2,0,0
git diff,git diff,CORRECT,0,1,1,0,0,0
git show-log,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
git merge feature --dry-run,git merge feature,WRONG_FLAG,0,0,1,10,1,0
git branch feature --dry-run,git branch feature,EXTRA_ARG,0,0,1,10,1,0
git switch feature,git switch feature,WRONG_ORDER,0,0,1,0,0,0
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git push origin main,"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,23,-1,0
git branch -m feature,git merge feature,PARTIALLY_CORRECT,0,0,1,9,1,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git go feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git show,git status,WRONG_SUBCOMMAND,0,1,1,5,0,0
git push origin main,git switch feature,WRONG_ORDER,0,0,1,15,0,1
git,git status,MISSING_ARG,0,1,1,7,0,0
git add helox.txt,git add hello.txt,TYPO,0,1,1,2,0,0
git add hello.txyt,git add hello.txt,TYPO,0,1,1,1,0,0
cd ..,git merge feature,UNKNOWN,0,0,1,16,0,-1
git commit -m 'message',"git commit -m ""Add hello.txt""",WRONG_ORDER,1,0,1,14,0,-1
pwd,git diff,UNKNOWN,0,1,1,7,0,0
mkdir test,git diff,UNKNOWN,0,1,1,8,0,0
gi staus,git status,TYPO,0,1,1,2,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
git switch feature,git diff,WRONG_ORDER,0,1,1,12,0,1
gitdiff,git diff,SYNTAX_ERROR,0,1,1,1,0,0
git switch,git switch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
$ git log --oneline,git log --oneline,SYNTAX_ERROR,0,0,1,2,0,1
pwd,git diff,UNKNOWN,0,1,1,7,0,0
git status,git status,WRONG_CONTEXT_STATE,1,0,0,0,0,0
pwd,git add hello.txt,UNKNOWN,0,1,1,16,0,-1
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
gir status,git status,TYPO,0,1,1,1,0,0
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git push origin main,git init,WRONG_ORDER,0,0,0,13,0,2
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_CONTEXT_STATE,0,1,0,0,0,0
git log --oneline extra_file.txt,git log --oneline,EXTRA_ARG,0,0,1,15,0,1
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
gitt ignit,git init,TYPO,0,0,0,2,0,0
git push origin main,git merge feature,WRONG_ORDER,0,0,1,15,0,1
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,0,0,0
pwd,git add hello.txt,UNKNOWN,0,1,1,16,0,-1
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git commit -m 'message',git add hello.txt,WRONG_ORDER,0,1,1,18,1,0
git branch feature --verbose,git branch feature,EXTRA_ARG,0,0,1,10,1,0
git switch feature --verbose,git switch feature,EXTRA_ARG,0,0,1,10,1,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
"git --commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,2,1,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git init,git init,CORRECT,0,0,0,0,0,0
git track hello.txt,git add hello.txt,WRONG_SUBCOMMAND,0,1,1,4,0,0
"gitu commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,1,0,0
git stnasx,git stash,TYPO,0,1,1,2,0,0
git status extra_file.txt,git status,EXTRA_ARG,0,1,1,15,0,1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
cat hello.txt,git init,UNKNOWN,0,0,0,10,0,0
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git commit -m,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,16,0,-2
git,git init,PARTIALLY_CORRECT,0,0,0,5,0,0
gitstash,git stash,SYNTAX_ERROR,0,1,1,1,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git switch feature -v,git switch feature,WRONG_FLAG,0,0,1,3,1,0
git diff,git diff,CORRECT,0,1,1,0,0,0
cat hello.txt,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,17,-1,-2
$ git diff,git diff,SYNTAX_ERROR,0,1,1,2,0,1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git diff --verbose,git diff,EXTRA_ARG,0,1,1,10,1,0
$ git stash,git stash,SYNTAX_ERROR,0,1,1,2,0,1
git status,git status,SYNTAX_ERROR,0,1,1,0,0,0
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git branch feature -v,git branch feature,EXTRA_ARG,0,0,1,3,1,0
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git merge feature,git merge feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git branch=feature,git branch feature,SYNTAX_ERROR,0,0,1,1,0,-1
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git branch feature --dry-run,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git ni,git init,TYPO,0,0,0,2,0,0
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git branrch meature,git branch feature,TYPO,0,0,1,2,0,0
git commit -m 'message',git stash,WRONG_ORDER,0,1,1,17,1,1
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git statzs,git status,TYPO,0,1,1,1,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git commit -m 'message',git add hello.txt,WRONG_ORDER,0,1,1,18,1,0
git switch feature,git switch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git,git diff,MISSING_ARG,0,1,1,5,0,0
git,git status,MISSING_ARG,0,1,1,7,0,0
gitdiff,git diff,SYNTAX_ERROR,0,1,1,1,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
"git commit -m ""Add","git commit -m ""Add hello.txt""",MISSING_ARG,1,0,1,11,0,-1
git status,git status,CORRECT,0,1,1,0,0,0
git merge,git merge feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
cd ..,git stash,UNKNOWN,0,1,1,8,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git anit,git init,TYPO,0,0,0,1,0,0
git init extra_file.txt,git init,EXTRA_ARG,0,0,0,15,0,1
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git stash,git stash,CORRECT,0,1,1,0,0,0
git stash,git stash,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git status -s,git status,DEPRECATED_USAGE,0,1,1,3,1,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git --branch feature,git branch feature,SYNTAX_ERROR,0,0,1,2,1,0
git commit,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,19,-1,-2
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git init --dry-run,git init,EXTRA_ARG,0,0,0,10,1,0
pwd,git diff,UNKNOWN,0,1,1,7,0,0
gitstatus,git status,SYNTAX_ERROR,0,1,1,1,0,0
git diff --verbose,git diff,WRONG_FLAG,0,1,1,10,1,0
git commit -m 'message',git diff,WRONG_ORDER,0,1,1,18,1,1
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git status,git status,SYNTAX_ERROR,0,1,1,0,0,0
pip install requests,git diff,UNKNOWN,0,1,1,17,0,1
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git init -v,git init,EXTRA_ARG,0,0,0,3,1,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git branch feature --dry-run,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git merge main,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git log --oneline -v,git log --oneline,EXTRA_ARG,0,0,1,3,1,0
init,git init,PARTIALLY_CORRECT,0,0,0,4,0,0
git create feature,git branch feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
"gitb com-it -m ""Add hello.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,2,0,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
git branch feature --force,git branch feature,EXTRA_ARG,0,0,1,8,1,0
pwd,git status,UNKNOWN,0,1,1,10,0,0
git log --oneline --all,git log --oneline,EXTRA_ARG,0,0,1,6,1,0
git merge main,git switch feature,WRONG_ORDER,0,0,1,12,0,0
git switch feature,git switch feature,WRONG_ORDER,0,0,1,0,0,0
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge main,git diff,WRONG_ORDER,0,1,1,10,0,1
git stinsh,git stash,TYPO,0,1,1,2,0,0
git log --oneline --verbose,git log --oneline,EXTRA_ARG,0,0,1,10,1,0
pwd,"git commit -m ""Add hello.txt""",UNKNOWN,1,0,1,28,-1,-2
pwd,git stash,UNKNOWN,0,1,1,9,0,0
git stash,git stash,CORRECT,0,1,1,0,0,0
git merge feature -v,git merge feature,EXTRA_ARG,0,0,1,3,1,0
git init,git init,CORRECT,0,0,0,0,0,0
git status --dry-run,git status,EXTRA_ARG,0,1,1,10,1,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git push origin main,git log --oneline,WRONG_ORDER,0,0,1,13,-1,2
echo hello,git init,UNKNOWN,0,0,0,9,0,0
git push origin main,git switch feature,WRONG_ORDER,0,0,1,15,0,1
mkdir test,git log --oneline,UNKNOWN,0,0,1,15,-1,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
cat hello.txt,git init,UNKNOWN,0,0,0,10,0,0
git init,git init,WRONG_CONTEXT_STATE,1,1,1,0,0,0
git add,git add hello.txt,MISSING_ARG,0,1,1,10,0,-1
git log -F,git log --oneline,WRONG_FLAG,0,0,1,8,0,0
git add hello.txt -f,git add hello.txt,WRONG_FLAG,0,1,1,3,1,0
git merge feature -v,git merge feature,WRONG_FLAG,0,0,1,3,1,0
git diff HEAD,git diff,DEPRECATED_USAGE,0,1,1,5,0,1
git log --oneline,git log --oneline,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git new,git init,WRONG_SUBCOMMAND,0,0,0,3,0,0
git add hello.txt extra_file.txt,git add hello.txt,EXTRA_ARG,0,1,1,15,0,1
git add hello.txt --verbose,git add hello.txt,EXTRA_ARG,0,1,1,10,1,0
git merge feature,git merge feature,SYNTAX_ERROR,0,0,1,0,0,0
git branch feature --verbose,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git log --oneline,git log --oneline,CORRECT,0,0,1,0,0,0
git status,git status,CORRECT,0,1,1,0,0,0
git status --force,git status,EXTRA_ARG,0,1,1,8,1,0
git switch feature,git add hello.txt,WRONG_ORDER,0,1,1,13,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git join feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git sta,git stash,PARTIALLY_CORRECT,0,1,1,2,0,0
git push origin main,git add hello.txt,WRONG_ORDER,0,1,1,15,0,1
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git diff,git diff,CORRECT,0,1,1,0,0,0
cd ..,git status,UNKNOWN,0,1,1,9,0,0
git add hellro.txt,git add hello.txt,TYPO,0,1,1,1,0,0
gitswitchfeature,git switch feature,SYNTAX_ERROR,0,0,1,2,0,-1
git branch,git branch feature,MISSING_ARG,0,0,1,8,0,-1
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git log --oneline --force,git log --oneline,EXTRA_ARG,0,0,1,8,1,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git stash,git stash,CORRECT,0,1,1,0,0,0
"git commit -m ""Add hello.txt"" --all","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,6,1,0
git init .,git init,DEPRECATED_USAGE,0,0,0,2,0,1
ls -la,git log --oneline,UNKNOWN,0,0,1,13,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
git init --all,git init,EXTRA_ARG,0,0,0,6,1,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git check,git status,WRONG_SUBCOMMAND,0,1,1,6,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
"git commit -m ""Add hello.txt"" --all","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,6,1,0
python script.py,git branch feature,UNKNOWN,0,0,1,15,0,-1
git commit,"git commit -m ""Add hello.txt""",PARTIALLY_CORRECT,1,0,1,19,-1,-2
git diff,git diff,SYNTAX_ERROR,0,1,1,0,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
git merge main,git log --oneline,WRONG_ORDER,0,0,1,11,-1,1
git switch feature,git merge feature,WRONG_ORDER,0,0,1,6,0,0
git status -v,git status,WRONG_FLAG,0,1,1,3,1,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git add=hello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,1,0,-1
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git branch -b feature,git branch feature,DEPRECATED_USAGE,0,0,1,3,1,0
git sth,git stash,TYPO,0,1,1,2,0,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git pull feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
"git commit -m ""Add hello.txt"" --verbose","git commit -m ""Add hello.txt""",EXTRA_ARG,1,0,1,10,1,0
git switch feature,git switch feature,SYNTAX_ERROR,0,0,1,0,0,0
"git commit -m ""dd hello.txt""","git commit -m ""Add hello.txt""",TYPO,1,0,1,1,0,0
git checkout feature,git switch feature,DEPRECATED_USAGE,0,0,1,8,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
gitgit log --oneline,git log --oneline,SYNTAX_ERROR,0,0,1,3,0,0
git stash --force,git stash,EXTRA_ARG,0,1,1,8,1,0
git log,git log --oneline,PARTIALLY_CORRECT,0,0,1,10,-1,0
git add -u hello.txt,git add hello.txt,DEPRECATED_USAGE,0,1,1,3,1,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git add .txt,git add hello.txt,PARTIALLY_CORRECT,0,1,1,5,0,0
git stash -f,git stash,WRONG_FLAG,0,1,1,3,1,0
git add hello.txt --dry-run,git add hello.txt,WRONG_FLAG,0,1,1,10,1,0
git add,git add hello.txt,PARTIALLY_CORRECT,0,1,1,10,0,-1
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
$ git add hello.txt,git add hello.txt,SYNTAX_ERROR,0,1,1,2,0,1
git add hello.txt extra_file.txt,git add hello.txt,EXTRA_ARG,0,1,1,15,0,1
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git switch feature,git switch feature,SYNTAX_ERROR,0,0,1,0,0,0
mkdir test,git merge feature,UNKNOWN,0,0,1,13,0,-1
git add hello.txt,git add hello.txt,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git branch,git branch feature,PARTIALLY_CORRECT,0,0,1,8,0,-1
git log,git log --oneline,MISSING_ARG,0,0,1,10,-1,0
git shelve,git stash,WRONG_SUBCOMMAND,0,1,1,5,0,0
git branch feature,git branch feature,CORRECT,0,0,1,0,0,0
git compare,git diff,WRONG_SUBCOMMAND,0,1,1,7,0,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git switch feature,git log --oneline,WRONG_ORDER,0,0,1,12,-1,1
git save,"git commit -m ""Add hello.txt""",WRONG_SUBCOMMAND,1,0,1,24,-1,-2
git merge,git merge feature,MISSING_ARG,0,0,1,8,0,-1
pwd,git stash,UNKNOWN,0,1,1,9,0,0
git merge feature -v,git merge feature,WRONG_FLAG,0,0,1,3,1,0
diff,git diff,PARTIALLY_CORRECT,0,1,1,4,0,0
git change feature,git switch feature,WRONG_SUBCOMMAND,0,0,1,6,0,0
gitgit status,git status,SYNTAX_ERROR,0,1,1,3,0,0
git,git stash,MISSING_ARG,0,1,1,6,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
"gitgit commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,3,0,0
geit merge feature,git merge feature,TYPO,0,0,1,1,0,0
git merge main,git switch feature,WRONG_ORDER,0,0,1,12,0,0
git commits,git log --oneline,WRONG_SUBCOMMAND,0,0,1,11,-1,0
"git commit -w ""Add hello.txt""","git commit -m ""Add hello.txt""",WRONG_FLAG,1,0,1,1,0,0
git combine feature,git merge feature,WRONG_SUBCOMMAND,0,0,1,5,0,0
git add hello.txt,git add hello.txt,CORRECT,0,1,1,0,0,0
git merge feature,git merge feature,CORRECT,0,0,1,0,0,0
git status --all,git status,EXTRA_ARG,0,1,1,6,1,0
git stash save,git stash,DEPRECATED_USAGE,0,1,1,5,0,1
git merge main,git init,WRONG_ORDER,0,0,0,9,0,1
git brancf feature,git branch feature,TYPO,0,0,1,1,0,0
git branch feature --dry-run,git branch feature,WRONG_FLAG,0,0,1,10,1,0
git,git diff,MISSING_ARG,0,1,1,5,0,0
git diff,git diff,WRONG_CONTEXT_STATE,1,0,0,0,0,0
git merge main,git switch feature,WRONG_ORDER,0,0,1,12,0,0
cat hello.txt,git diff,UNKNOWN,0,1,1,11,0,0
pip install requests,git merge feature,UNKNOWN,0,0,1,16,0,0
git branch feature,git branch feature,WRONG_CONTEXT_STATE,1,1,0,0,0,0
git branch feature,git switch feature,PARTIALLY_CORRECT,0,0,1,4,0,0
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
ls -la,git status,UNKNOWN,0,1,1,8,1,0
$ git log --oneline,git log --oneline,SYNTAX_ERROR,0,0,1,2,0,1
git switch feature,git switch feature,CORRECT,0,0,1,0,0,0
git stat,git status,WRONG_SUBCOMMAND,0,1,1,2,0,0
git switch featuwre,git switch feature,TYPO,0,0,1,1,0,0
"git commit -m ""Add hello.txt""","git commit -m ""Add hello.txt""",CORRECT,1,0,1,0,0,0
git switch,git switch feature,MISSING_ARG,0,0,1,8,0,-1
git init --dry-run,git init,WRONG_FLAG,0,0,0,10,1,0
status,git status,PARTIALLY_CORRECT,0,1,1,4,0,0
git status,git status,CORRECT,0,1,1,0,0,0
git log --pretty=oneline,git log --oneline,DEPRECATED_USAGE,0,0,1,7,0,0
git stash -v,git stash,WRONG_FLAG,0,1,1,3,1,0
git commit -m 'message',git merge feature,WRONG_ORDER,0,0,1,15,1,0
git,git init,MISSING_ARG,0,0,0,5,0,0
git add hello.txt --force,git add hello.txt,EXTRA_ARG,0,1,1,8,1,0
git switch feature,git log --oneline,WRONG_ORDER,0,0,1,12,-1,1
git diff,git diff,CORRECT,0,1,1,0,0,0
git stat,git status,WRONG_SUBCOMMAND,0,1,1,2,0,0
git commit -m Add hello.txt,"git commit -m ""Add hello.txt""",SYNTAX_ERROR,1,0,1,2,0,0
git diff --dry-run,git diff,WRONG_FLAG,0,1,1,10,1,0
